target_id 	 SRR5133628 	 SRR5133629 	 SRR5133630 	        SRR5133631 	 SRR5133632 	 SRR5133633 	 SRR5133634 	 SRR5133635 	 SRR5133636 
CL431.Contig8	2	1	1	4	6	3	1	3	6
CL431.Contig9	0	0	0	0	0	0	0	0	0
CL432.Contig1	20	24	46	24	32	26	21	24	26
CL432.Contig2	13	9	3	10	9	11	13	12	9
CL432.Contig3	16	15	11	15	15	21	11	10	8
CL432.Contig4	123	121	158	136	139	156	154	120	123
CL432.Contig5	265	175	350	321	287	309	284	200	196
CL432.Contig6	389	419	272	215	327	311	333	397	406
CL433.Contig1	21	19	22	35	32	48	22	19	22
CL433.Contig10	19	14	22	0	7	12	12	0	0
CL433.Contig11	0	10	0	6	3	0	16	26	13
CL433.Contig12	0	10	0	6	4	0	12	23	8
CL433.Contig2	42	18	34	41	27	23	28	21	37
CL433.Contig3	0	0	0	0	0	2	0	0	0
CL433.Contig4	0	0	0	0	0	1	0	0	0
CL433.Contig5	0	0	0	0	0	0	0	0	0
CL433.Contig6	5	8	10	5	11	11	8	3	5
CL433.Contig7	10	7	15	6	9	4	10	3	8
CL433.Contig8	0	0	0	0	0	0	0	0	0
CL433.Contig9	0	0	0	0	0	0	0	0	0
CL434.Contig1	24	19	21	17	31	24	22	17	11
CL434.Contig2	13	17	22	15	10	14	18	32	20
CL435.Contig1	28	20	25	12	39	14	15	27	15
CL435.Contig2	17	12	28	14	35	22	11	22	15
CL436.Contig1	12	14	17	3	22	11	8	20	10
CL436.Contig2	17	19	18	13	8	6	12	1	24
CL436.Contig3	47	39	45	38	48	56	42	43	45
CL437.Contig1	0	9	10	19	5	12	6	0	8
CL437.Contig2	95	96	110	107	109	122	118	119	114
CL437.Contig3	5	1	3	7	3	8	5	3	3
CL437.Contig4	16	4	11	5	18	0	7	12	0
CL438.Contig1	15	18	38	27	0	24	9	14	19
CL438.Contig10	3	15	2	0	3	2	4	0	7
CL438.Contig11	2	9	9	6	12	0	4	6	7
CL438.Contig12	0	0	0	0	0	0	0	0	0
CL438.Contig13	0	0	0	0	2	0	0	0	5
CL438.Contig14	14	19	20	13	17	15	16	12	24
CL438.Contig15	38	33	37	34	27	38	25	29	37
CL438.Contig16	21	31	27	24	21	20	22	30	22
CL438.Contig17	0	0	0	0	0	0	0	0	0
CL438.Contig18	14	7	0	0	6	0	11	0	10
CL438.Contig19	11	11	14	13	13	15	11	16	15
CL438.Contig2	18	9	10	17	9	24	10	12	16
CL438.Contig20	0	0	0	0	0	0	9	0	0
CL438.Contig21	0	0	0	0	0	0	0	0	0
CL438.Contig22	21	34	21	23	18	17	27	6	29
CL438.Contig23	20	27	22	21	28	23	23	30	23
CL438.Contig24	37	11	14	0	16	17	15	9	15
CL438.Contig25	0	0	0	0	5	0	0	0	0
CL438.Contig26	1	18	1	4	9	0	26	1	11
CL438.Contig3	13	13	7	4	10	25	14	18	0
CL438.Contig4	0	8	9	10	1	0	14	2	4
CL438.Contig5	0	0	0	0	0	0	0	0	0
CL438.Contig6	6	0	6	5	0	0	7	3	1
CL438.Contig7	10	19	17	23	22	4	10	17	21
CL438.Contig8	0	5	4	6	4	2	0	0	8
CL438.Contig9	33	22	37	26	22	26	25	19	23
CL439.Contig1	48	33	83	85	69	92	14	70	51
CL439.Contig2	16	29	29	44	40	30	34	44	29
CL439.Contig3	55	40	45	22	42	72	74	38	37
CL44.Contig1	61	49	18	20	16	0	40	18	107
CL44.Contig2	107	166	111	114	119	97	114	114	141
CL440.Contig1	18	1	17	5	0	13	6	6	18
CL440.Contig10	0	0	0	2	0	0	0	0	0
CL440.Contig11	0	0	0	1	0	0	0	0	0
CL440.Contig12	0	0	0	0	0	0	0	0	0
CL440.Contig13	8	9	8	7	13	14	8	12	13
CL440.Contig14	0	0	0	0	0	0	0	0	0
CL440.Contig15	0	0	0	0	0	0	0	0	0
CL440.Contig16	0	0	0	0	0	0	0	0	0
CL440.Contig17	0	0	0	0	0	0	0	0	0
CL440.Contig18	0	0	0	17	0	8	7	0	0
CL440.Contig19	0	0	0	0	0	0	0	0	0
CL440.Contig2	18	11	20	24	22	18	16	17	18
CL440.Contig20	0	0	0	0	0	0	0	0	0
CL440.Contig21	36	55	28	43	29	54	72	36	25
CL440.Contig22	17	0	10	16	13	13	5	5	10
CL440.Contig23	30	40	48	33	46	39	19	36	34
CL440.Contig24	25	11	30	24	23	26	8	33	39
CL440.Contig25	30	14	17	31	15	35	28	33	29
CL440.Contig26	31	0	12	25	0	9	31	0	5
CL440.Contig27	6	5	14	11	12	10	13	0	5
CL440.Contig28	0	0	0	0	0	0	0	0	0
CL440.Contig29	1	0	0	0	4	2	3	2	2
CL440.Contig3	0	0	0	0	0	0	0	0	0
CL440.Contig30	0	0	0	0	0	0	0	0	0
CL440.Contig31	0	4	5	16	10	14	12	6	0
CL440.Contig32	0	3	7	14	13	12	6	6	0
CL440.Contig33	0	2	0	0	0	0	0	2	0
CL440.Contig34	0	3	0	0	0	0	0	2	0
CL440.Contig35	34	30	43	57	51	45	39	32	30
CL440.Contig36	0	0	0	0	0	0	0	0	0
CL440.Contig37	6	18	5	3	12	7	0	4	15
CL440.Contig38	1	4	2	0	4	1	11	1	4
CL440.Contig39	86	76	107	93	76	68	91	105	58
CL440.Contig4	0	4	0	0	0	0	0	0	0
CL440.Contig5	17	0	0	0	0	13	0	0	0
CL440.Contig6	0	2	0	0	0	0	12	5	0
CL440.Contig7	7	8	7	4	3	5	10	14	6
CL440.Contig8	27	29	38	40	42	35	43	41	43
CL440.Contig9	0	20	5	0	0	0	0	11	0
CL441.Contig1	31	33	49	33	33	19	31	33	25
CL441.Contig2	39	36	28	31	21	49	24	34	36
CL442.Contig1	10	15	5	17	7	6	7	6	8
CL442.Contig2	9	7	10	10	13	10	10	13	8
CL442.Contig3	7	10	10	9	10	16	15	17	14
CL443.Contig1	18	0	13	4	28	24	23	18	4
CL443.Contig2	19	3	14	9	10	17	22	20	0
CL443.Contig3	19	3	22	6	21	22	23	29	5
CL444.Contig1	28	22	19	37	25	25	36	18	35
CL444.Contig2	16	25	18	32	29	26	27	50	21
CL445.Contig1	9	15	13	4	15	16	0	0	23
CL445.Contig10	0	0	6	6	0	4	0	2	0
CL445.Contig11	17	0	7	0	0	0	5	0	0
CL445.Contig12	15	2	0	0	0	0	0	0	1
CL445.Contig13	43	23	38	33	27	22	43	40	32
CL445.Contig14	0	3	0	7	9	0	23	18	9
CL445.Contig15	2	0	0	0	0	0	0	0	0
CL445.Contig16	2	0	5	18	0	8	2	5	0
CL445.Contig17	15	4	6	2	1	10	0	2	3
CL445.Contig18	0	2	0	0	3	0	0	0	3
CL445.Contig19	0	8	0	0	9	0	0	0	0
CL445.Contig2	0	0	0	4	0	0	0	0	0
CL445.Contig20	0	5	0	0	0	0	0	0	0
CL445.Contig21	0	4	0	0	0	0	0	0	0
CL445.Contig22	0	0	0	0	0	0	0	0	0
CL445.Contig23	0	0	0	2	0	0	0	0	0
CL445.Contig24	0	0	0	0	0	0	0	0	0
CL445.Contig25	0	0	0	0	0	0	0	0	0
CL445.Contig26	0	0	0	0	0	0	0	0	0
CL445.Contig27	0	0	1	18	0	16	11	0	0
CL445.Contig28	0	0	0	0	0	0	0	0	0
CL445.Contig29	0	2	2	0	1	0	4	0	0
CL445.Contig3	0	2	0	2	2	0	9	8	0
CL445.Contig30	21	13	3	9	0	1	0	20	3
CL445.Contig31	0	0	0	0	0	0	0	0	0
CL445.Contig32	25	31	12	28	18	25	13	14	24
CL445.Contig33	0	0	0	0	0	0	0	0	0
CL445.Contig34	0	0	0	0	0	0	0	0	0
CL445.Contig35	0	0	0	0	0	0	0	0	0
CL445.Contig36	0	0	0	0	0	0	0	0	0
CL445.Contig37	0	0	0	0	0	0	0	0	0
CL445.Contig38	0	0	0	13	9	0	0	0	0
CL445.Contig39	5	0	0	0	0	0	0	0	5
CL445.Contig4	7	23	0	0	0	0	0	6	12
CL445.Contig40	0	0	0	0	0	0	0	0	0
CL445.Contig41	0	0	0	0	0	0	0	0	0
CL445.Contig42	3	0	0	0	0	0	0	4	6
CL445.Contig43	20	24	16	6	15	20	4	7	17
CL445.Contig44	0	0	9	18	5	8	36	0	0
CL445.Contig45	2	0	13	1	11	0	0	0	9
CL445.Contig46	0	0	0	0	0	0	0	0	0
CL445.Contig47	0	0	0	0	0	2	0	0	0
CL445.Contig48	0	0	1	0	0	0	0	0	0
CL445.Contig49	0	0	0	0	0	0	0	0	0
CL445.Contig5	0	0	0	2	0	0	0	0	0
CL445.Contig50	0	0	0	0	0	0	0	0	0
CL445.Contig51	4	2	0	0	8	0	0	4	0
CL445.Contig52	0	4	2	4	0	3	0	0	0
CL445.Contig53	0	0	0	0	0	0	0	0	0
CL445.Contig54	0	0	0	0	0	0	0	0	0
CL445.Contig55	3	0	4	0	4	6	2	2	0
CL445.Contig56	12	1	9	0	9	18	0	12	12
CL445.Contig57	5	6	10	2	9	5	7	1	2
CL445.Contig58	0	7	3	9	8	7	6	13	10
CL445.Contig59	13	13	4	7	2	3	2	2	9
CL445.Contig6	0	0	0	0	0	0	0	0	0
CL445.Contig60	0	0	0	0	0	0	0	0	0
CL445.Contig61	5	19	10	14	18	12	20	9	26
CL445.Contig62	0	0	0	0	0	0	0	0	0
CL445.Contig63	51	46	51	33	55	49	50	56	50
CL445.Contig64	0	0	0	0	0	0	0	0	0
CL445.Contig65	55	27	14	15	23	39	13	21	12
CL445.Contig7	6	14	9	6	0	6	7	6	12
CL445.Contig8	0	0	0	13	3	0	0	0	0
CL445.Contig9	0	0	0	0	0	0	0	0	0
CL446.Contig1	96	72	106	104	105	127	108	106	65
CL446.Contig2	130	123	137	129	136	137	133	138	131
CL446.Contig3	114	172	214	186	168	200	107	234	190
CL446.Contig4	124	103	86	97	126	66	127	83	76
CL446.Contig5	28	20	25	15	28	15	22	23	22
CL447.Contig1	102	98	103	111	83	91	97	106	106
CL447.Contig2	46	60	58	71	85	66	59	63	56
CL448.Contig1	0	0	0	0	0	0	0	0	0
CL448.Contig10	0	0	0	0	0	0	0	0	0
CL448.Contig11	0	0	0	0	0	0	0	0	0
CL448.Contig12	0	0	0	0	0	0	0	0	0
CL448.Contig13	9	0	0	0	7	0	25	0	0
CL448.Contig14	0	0	0	0	0	0	0	0	0
CL448.Contig15	0	0	0	0	0	0	0	0	0
CL448.Contig16	43	44	22	6	37	26	46	16	46
CL448.Contig17	0	0	0	0	0	0	0	0	0
CL448.Contig18	0	0	0	0	0	0	0	0	0
CL448.Contig19	3	21	5	12	12	12	21	8	13
CL448.Contig2	0	0	0	0	0	0	0	0	0
CL448.Contig20	19	20	38	74	30	40	30	42	26
CL448.Contig21	2	0	0	0	0	29	0	34	0
CL448.Contig22	0	0	0	0	0	0	3	0	0
CL448.Contig23	0	0	0	0	0	0	0	0	0
CL448.Contig24	0	0	0	0	0	0	0	0	0
CL448.Contig25	0	0	0	0	0	0	0	0	0
CL448.Contig26	0	0	0	0	0	0	0	0	0
CL448.Contig27	0	0	0	0	0	0	0	0	0
CL448.Contig28	0	0	0	0	0	0	0	0	0
CL448.Contig29	0	0	0	0	0	3	0	7	0
CL448.Contig3	40	41	50	48	50	48	50	44	44
CL448.Contig30	0	0	0	0	0	0	0	0	0
CL448.Contig31	0	0	0	0	0	0	0	0	0
CL448.Contig32	20	24	25	23	21	27	26	27	22
CL448.Contig33	0	0	0	0	0	0	0	0	0
CL448.Contig34	0	0	0	0	0	0	0	0	0
CL448.Contig35	1	6	23	10	6	12	8	15	4
CL448.Contig36	0	0	0	0	0	0	0	0	0
CL448.Contig37	0	0	0	0	0	0	0	0	0
CL448.Contig38	0	0	0	2	5	9	0	0	3
CL448.Contig39	0	0	0	0	0	0	0	0	0
CL448.Contig4	0	0	0	0	0	0	0	0	0
CL448.Contig40	54	41	66	66	38	79	51	61	35
CL448.Contig41	0	1	1	0	0	0	0	0	0
CL448.Contig42	5	8	37	0	0	9	0	5	3
CL448.Contig43	0	0	0	0	0	0	0	0	0
CL448.Contig44	0	0	0	0	0	0	0	0	0
CL448.Contig45	0	0	0	0	0	0	0	0	0
CL448.Contig46	0	0	0	0	0	0	0	0	0
CL448.Contig47	0	0	0	0	0	0	0	0	0
CL448.Contig48	27	9	4	11	29	17	22	8	16
CL448.Contig49	7	4	9	10	9	11	2	6	6
CL448.Contig5	0	2	48	1	2	19	0	48	3
CL448.Contig50	10	23	27	24	13	29	14	31	23
CL448.Contig6	143	140	103	157	171	134	154	95	145
CL448.Contig7	0	0	0	0	3	0	0	0	0
CL448.Contig8	0	3	6	13	0	14	0	5	14
CL448.Contig9	0	0	0	0	0	0	0	0	0
CL449.Contig1	16	3	8	15	13	12	11	16	15
CL449.Contig2	15	24	32	23	21	15	14	31	19
CL45.Contig1	7	0	27	50	25	7	19	30	15
CL45.Contig2	33	51	27	44	36	67	45	54	25
CL45.Contig3	33	54	46	45	37	33	62	47	42
CL45.Contig4	25	14	28	35	14	12	34	29	29
CL45.Contig5	18	18	15	28	19	15	27	17	20
CL45.Contig6	11	13	16	15	14	19	15	15	13
CL450.Contig1	1	1	5	0	6	0	13	6	5
CL450.Contig2	8	5	10	16	18	9	5	6	1
CL450.Contig3	15	15	14	21	11	11	8	20	14
CL450.Contig4	8	13	9	9	19	5	14	49	12
CL450.Contig5	0	3	2	3	6	2	2	3	4
CL450.Contig6	16	20	14	7	21	16	21	28	17
CL451.Contig1	100	140	93	170	100	94	143	159	119
CL451.Contig2	80	74	66	59	74	72	47	66	72
CL451.Contig3	31	18	6	3	22	23	16	12	9
CL451.Contig4	162	149	163	128	136	124	113	140	158
CL452.Contig1	31	26	57	24	46	41	55	36	31
CL452.Contig2	62	68	69	74	78	79	50	64	64
CL453.Contig1	153	70	89	35	80	85	28	70	61
CL453.Contig10	0	0	0	0	0	0	0	0	0
CL453.Contig11	5	28	10	51	1	43	6	18	12
CL453.Contig12	12	10	5	0	16	1	0	11	6
CL453.Contig13	0	0	0	0	0	0	0	0	0
CL453.Contig14	6	4	20	0	13	0	0	0	13
CL453.Contig15	0	0	0	0	0	0	0	0	0
CL453.Contig16	0	0	0	0	0	0	0	0	0
CL453.Contig17	0	0	0	0	0	0	0	0	0
CL453.Contig18	39	2	1	0	2	20	0	3	0
CL453.Contig19	21	18	4	0	2	4	0	10	21
CL453.Contig2	0	0	0	0	0	0	22	0	0
CL453.Contig20	14	2	9	27	21	24	10	6	0
CL453.Contig21	47	28	72	22	59	19	86	39	18
CL453.Contig22	10	24	16	18	18	9	11	20	61
CL453.Contig23	4	2	2	0	8	14	2	4	0
CL453.Contig24	1	15	20	12	9	17	14	26	1
CL453.Contig25	0	1	2	19	4	25	1	3	0
CL453.Contig3	0	0	0	0	0	0	1	0	0
CL453.Contig4	0	0	10	5	4	4	6	0	0
CL453.Contig5	67	42	66	40	55	58	23	50	34
CL453.Contig6	0	0	0	0	0	0	1	0	0
CL453.Contig7	0	0	0	0	0	0	0	0	0
CL453.Contig8	0	0	0	0	0	0	4	0	0
CL453.Contig9	8	23	26	9	17	5	27	17	15
CL454.Contig1	110	121	147	101	122	110	103	130	119
CL454.Contig2	24	30	16	13	20	41	19	16	24
CL454.Contig3	11	24	26	11	16	23	8	17	17
CL454.Contig4	85	59	53	68	100	69	77	49	61
CL455.Contig1	11	21	25	27	21	14	36	18	41
CL455.Contig2	25	31	13	18	23	21	23	28	20
CL456.Contig1	5	0	12	2	12	6	0	9	6
CL456.Contig2	28	14	16	25	24	26	21	27	15
CL456.Contig3	19	13	7	14	23	12	11	23	7
CL456.Contig4	0	14	14	11	8	8	12	2	13
CL457.Contig1	167	140	81	42	51	98	56	56	145
CL457.Contig2	14	10	12	9	12	15	7	6	12
CL457.Contig3	8	10	9	4	4	9	3	0	6
CL457.Contig4	0	0	0	0	0	0	0	4	0
CL457.Contig5	116	124	102	119	105	110	118	111	128
CL458.Contig1	11	0	29	12	10	4	0	5	0
CL458.Contig10	51	39	65	38	49	19	8	40	30
CL458.Contig11	2	10	5	0	11	20	1	7	8
CL458.Contig12	18	9	14	15	11	10	11	12	23
CL458.Contig2	0	0	1	0	0	7	2	2	0
CL458.Contig3	0	0	0	0	0	0	0	0	0
CL458.Contig4	15	15	12	9	9	16	18	22	19
CL458.Contig5	0	0	0	0	0	0	0	0	0
CL458.Contig6	10	8	6	11	13	13	9	10	11
CL458.Contig7	68	69	72	67	70	64	93	49	59
CL458.Contig8	1	0	9	0	5	44	19	8	0
CL458.Contig9	33	28	33	21	30	26	30	32	27
CL459.Contig1	57	52	88	67	87	96	72	58	51
CL459.Contig2	7	5	6	5	5	4	2	6	2
CL459.Contig3	3	0	6	3	5	2	5	4	2
CL459.Contig4	0	0	0	0	0	0	0	0	0
CL459.Contig5	3	5	11	8	2	9	4	6	5
CL459.Contig6	28	17	42	29	36	33	42	34	21
CL46.Contig1	120	144	224	177	176	210	153	168	144
CL46.Contig2	28	6	13	10	15	0	9	11	7
CL460.Contig1	22	16	15	19	16	18	12	18	19
CL461.Contig1	0	6	0	0	0	3	0	3	4
CL461.Contig2	36	28	34	47	40	53	54	68	42
CL461.Contig3	15	17	22	16	14	4	5	7	10
CL462.Contig1	21	37	37	26	43	32	37	28	39
CL462.Contig2	66	57	61	69	54	53	60	79	58
CL463.Contig1	76	60	51	73	87	74	58	65	68
CL463.Contig2	39	29	18	36	17	31	35	35	42
CL463.Contig3	21	29	24	6	23	17	17	14	11
CL464.Contig1	1	0	2	0	1	2	0	1	2
CL464.Contig2	0	0	2	0	1	3	1	0	2
CL464.Contig3	47	39	38	43	39	33	41	52	41
CL464.Contig4	58	69	67	60	64	71	53	64	60
CL465.Contig1	1	0	6	8	15	0	12	0	10
CL465.Contig2	26	13	0	8	13	21	0	16	0
CL465.Contig3	14	23	7	19	0	24	7	18	17
CL465.Contig4	10	12	44	18	26	12	37	28	29
CL466.Contig1	297	238	276	225	288	234	275	230	264
CL466.Contig2	10	22	14	14	26	17	8	18	15
CL466.Contig3	19	27	7	5	8	16	18	18	14
CL467.Contig1	0	22	10	14	37	9	24	40	0
CL467.Contig2	64	42	61	61	33	61	37	32	66
CL467.Contig3	13	87	39	81	77	31	105	61	52
CL467.Contig4	10	0	0	20	0	0	14	4	10
CL467.Contig5	2	9	10	5	6	8	5	0	7
CL467.Contig6	35	0	0	0	0	17	0	0	22
CL467.Contig7	8	2	8	5	2	0	6	10	17
CL467.Contig8	0	0	0	0	0	0	12	0	0
CL468.Contig1	0	29	15	5	0	28	26	19	0
CL468.Contig2	0	0	0	0	0	0	0	0	0
CL468.Contig3	45	35	32	32	28	29	38	36	30
CL468.Contig4	5	5	10	4	6	6	3	2	1
CL468.Contig5	0	0	0	0	0	0	0	0	0
CL468.Contig6	56	33	54	41	50	38	39	39	50
CL468.Contig7	16	5	8	19	21	6	7	13	26
CL469.Contig1	29	33	19	37	35	48	38	45	50
CL469.Contig2	92	95	88	84	77	58	92	72	75
CL47.Contig1	0	0	0	0	0	0	0	0	0
CL47.Contig10	0	0	0	0	0	0	0	0	0
CL47.Contig11	0	0	0	0	0	0	0	0	0
CL47.Contig12	8	5	11	12	11	6	14	12	10
CL47.Contig13	27	16	30	6	35	44	2	18	21
CL47.Contig14	2	2	7	2	1	3	4	1	3
CL47.Contig15	10	10	11	4	2	12	8	3	9
CL47.Contig16	3	6	16	12	1	9	16	9	3
CL47.Contig17	11	28	24	26	3	32	28	18	10
CL47.Contig18	0	0	0	0	2	0	0	3	0
CL47.Contig19	31	26	17	27	22	24	26	24	30
CL47.Contig2	0	0	0	0	0	0	0	0	0
CL47.Contig20	0	0	0	0	0	0	0	0	0
CL47.Contig21	32	23	32	26	36	20	21	44	37
CL47.Contig22	0	0	0	0	0	0	0	0	0
CL47.Contig23	0	0	0	0	0	0	0	0	0
CL47.Contig24	0	0	0	0	0	0	0	0	0
CL47.Contig25	27	50	27	17	27	17	17	27	20
CL47.Contig26	16	24	8	0	0	8	10	0	0
CL47.Contig27	60	57	6	42	34	9	97	19	63
CL47.Contig28	62	57	21	18	15	37	47	0	20
CL47.Contig29	49	22	81	71	47	75	2	56	71
CL47.Contig3	2	0	1	0	0	1	0	0	1
CL47.Contig4	8	9	3	2	2	8	3	6	4
CL47.Contig5	2	2	2	1	1	2	1	3	1
CL47.Contig6	7	1	9	0	13	5	0	1	7
CL47.Contig7	7	3	1	0	1	3	0	1	4
CL47.Contig8	0	0	0	0	0	0	0	0	0
CL47.Contig9	4	3	5	11	1	4	9	8	4
CL470.Contig1	27	16	22	14	16	31	13	17	31
CL470.Contig10	44	30	0	19	0	0	0	17	38
CL470.Contig11	25	42	22	48	26	27	27	50	0
CL470.Contig12	1	0	0	1	0	0	0	0	0
CL470.Contig13	34	44	47	43	38	30	56	41	20
CL470.Contig14	0	0	0	0	1	0	0	0	0
CL470.Contig15	19	10	24	18	20	9	31	13	27
CL470.Contig2	0	0	0	1	1	0	0	0	1
CL470.Contig3	11	11	15	15	6	19	11	8	10
CL470.Contig4	13	4	3	1	11	4	6	14	8
CL470.Contig5	14	13	25	11	15	21	17	15	15
CL470.Contig6	6	0	0	12	10	6	8	8	0
CL470.Contig7	20	21	27	8	18	15	11	10	31
CL470.Contig8	0	7	2	1	4	0	0	0	2
CL470.Contig9	0	0	0	1	2	0	0	0	4
CL471.Contig1	3	0	0	7	7	0	0	1	8
CL471.Contig10	4	15	2	1	4	10	14	2	2
CL471.Contig11	0	4	0	0	0	5	1	0	0
CL471.Contig12	29	0	28	11	26	0	18	18	32
CL471.Contig13	19	21	0	2	5	24	15	13	18
CL471.Contig2	4	2	0	10	0	1	5	3	6
CL471.Contig3	61	35	67	55	43	50	39	47	42
CL471.Contig4	0	11	0	0	9	27	4	0	0
CL471.Contig5	0	0	0	0	0	0	0	0	0
CL471.Contig6	3	25	0	12	0	15	6	11	0
CL471.Contig7	2	0	12	8	7	3	0	4	0
CL471.Contig8	14	4	3	0	7	2	19	7	9
CL471.Contig9	2	0	33	13	27	6	0	16	8
CL472.Contig1	51	41	63	50	60	41	48	41	30
CL472.Contig2	50	48	46	55	34	40	34	67	90
CL472.Contig3	15	16	14	7	0	0	20	0	11
CL472.Contig4	0	0	0	0	8	20	0	0	2
CL473.Contig1	0	0	0	3	0	2	0	0	0
CL473.Contig2	0	0	3	0	2	0	0	0	4
CL473.Contig3	31	53	42	94	54	42	65	98	54
CL473.Contig4	48	77	41	58	49	16	39	72	74
CL474.Contig1	17	8	59	26	49	54	28	19	4
CL474.Contig2	48	52	36	66	55	42	105	53	57
CL474.Contig3	0	0	0	0	0	0	0	0	0
CL474.Contig4	73	79	205	122	112	157	119	113	91
CL474.Contig5	2	8	20	1	17	17	7	1	1
CL474.Contig6	123	98	236	139	173	240	84	119	90
CL475.Contig1	0	5	0	8	3	2	6	0	0
CL475.Contig2	121	122	125	117	127	126	125	130	125
CL476.Contig1	0	0	21	0	0	0	0	0	0
CL476.Contig10	16	11	2	3	42	21	0	7	10
CL476.Contig11	0	1	0	2	10	5	0	1	1
CL476.Contig12	24	3	0	3	25	9	0	4	2
CL476.Contig13	39	31	43	30	46	42	17	18	21
CL476.Contig2	0	8	31	0	0	8	5	3	9
CL476.Contig3	0	33	45	0	0	27	27	37	37
CL476.Contig4	141	140	102	93	234	142	71	119	123
CL476.Contig5	0	11	23	0	0	13	8	8	9
CL476.Contig6	2	5	0	26	90	41	0	4	11
CL476.Contig7	6	19	61	20	9	26	20	61	35
CL476.Contig8	0	0	0	0	17	16	0	9	4
CL476.Contig9	4	0	0	0	1	1	0	1	0
CL477.Contig1	0	13	5	6	0	1	8	5	5
CL477.Contig10	24	0	12	3	24	7	4	5	8
CL477.Contig11	0	0	0	0	0	2	0	0	0
CL477.Contig12	0	5	0	0	0	0	0	0	0
CL477.Contig13	0	0	0	0	0	1	0	0	0
CL477.Contig14	0	0	0	0	0	0	0	0	0
CL477.Contig15	0	1	0	1	0	5	1	0	0
CL477.Contig16	0	0	0	1	0	10	2	0	1
CL477.Contig17	0	0	0	0	0	0	0	0	0
CL477.Contig18	0	0	0	0	0	0	0	0	0
CL477.Contig19	0	0	0	0	0	1	0	0	0
CL477.Contig2	0	1	0	0	3	0	0	0	0
CL477.Contig20	3	6	9	5	1	4	19	6	13
CL477.Contig21	24	4	18	7	15	13	6	11	7
CL477.Contig22	1	7	12	8	5	6	2	9	2
CL477.Contig23	7	2	12	5	10	6	14	6	3
CL477.Contig24	6	5	10	0	3	14	4	2	3
CL477.Contig3	0	1	0	0	1	0	0	0	0
CL477.Contig4	0	0	0	0	0	0	0	0	0
CL477.Contig5	0	2	0	0	0	0	0	0	0
CL477.Contig6	0	0	0	0	0	2	0	0	0
CL477.Contig7	0	3	7	6	3	3	6	5	1
CL477.Contig8	21	12	24	9	13	16	20	11	16
CL477.Contig9	0	0	0	0	0	0	0	0	0
CL478.Contig1	123	96	127	122	107	123	109	101	134
CL478.Contig2	17	22	10	11	16	9	31	22	0
CL478.Contig3	8	18	21	8	13	15	4	25	25
CL478.Contig4	31	36	26	27	39	27	42	19	19
CL479.Contig1	5	1	26	6	18	23	0	0	0
CL479.Contig10	5	0	8	7	5	0	3	7	6
CL479.Contig11	18	14	56	36	0	28	27	14	0
CL479.Contig12	15	13	14	15	14	10	18	35	25
CL479.Contig13	9	6	12	0	0	9	0	4	0
CL479.Contig14	2	0	2	5	10	0	7	2	6
CL479.Contig15	0	23	17	35	30	33	33	11	11
CL479.Contig16	0	0	0	0	0	0	2	0	0
CL479.Contig17	1	0	0	0	7	0	0	1	2
CL479.Contig18	8	0	4	0	18	8	14	5	5
CL479.Contig19	0	2	0	0	0	0	0	0	0
CL479.Contig2	27	24	19	27	1	0	14	29	23
CL479.Contig20	0	0	0	2	30	17	22	21	30
CL479.Contig21	0	5	0	0	0	0	0	0	0
CL479.Contig22	0	1	0	0	0	0	0	0	0
CL479.Contig23	5	19	12	1	0	7	15	0	0
CL479.Contig24	0	0	0	0	0	0	0	0	0
CL479.Contig25	0	0	0	0	0	0	0	0	0
CL479.Contig26	0	0	0	0	0	0	0	0	0
CL479.Contig27	0	1	0	0	0	0	0	0	0
CL479.Contig3	0	0	0	0	0	0	0	0	0
CL479.Contig4	10	0	0	0	0	0	0	0	0
CL479.Contig5	8	0	0	8	26	26	10	12	15
CL479.Contig6	0	0	0	0	0	0	0	0	0
CL479.Contig7	0	0	0	0	0	0	0	0	0
CL479.Contig8	0	0	0	4	0	0	0	0	0
CL479.Contig9	0	0	0	0	0	0	0	0	0
CL48.Contig1	19	12	31	22	14	36	29	29	7
CL48.Contig2	46	49	21	23	25	16	56	41	45
CL48.Contig3	25	23	38	44	55	25	20	40	35
CL48.Contig4	7	11	12	7	9	12	6	6	11
CL48.Contig5	14	11	16	21	19	28	10	11	6
CL480.Contig1	483	521	593	531	486	482	538	435	508
CL480.Contig2	42	53	53	49	78	52	55	46	57
CL480.Contig3	57	55	62	61	54	76	71	50	60
CL480.Contig4	64	56	16	24	11	24	16	39	52
CL481.Contig1	2	8	7	10	6	4	6	5	6
CL481.Contig10	14	13	13	16	12	18	14	12	17
CL481.Contig11	13	13	20	6	0	7	0	24	8
CL481.Contig12	48	40	32	45	38	18	41	57	31
CL481.Contig13	12	11	7	7	7	33	30	5	6
CL481.Contig14	2	5	12	5	3	6	0	12	13
CL481.Contig15	43	39	62	54	62	59	48	26	57
CL481.Contig16	199	210	163	209	206	172	198	196	207
CL481.Contig2	47	66	189	38	212	85	71	47	85
CL481.Contig3	6	12	8	11	10	7	9	13	9
CL481.Contig4	5	6	2	2	10	6	3	1	11
CL481.Contig5	133	102	114	106	78	115	99	108	102
CL481.Contig6	31	25	43	44	45	73	48	51	30
CL481.Contig7	29	52	24	37	42	28	38	39	48
CL481.Contig8	2	4	2	6	1	4	2	5	7
